Asin,ProductName,UserName,Rating,Subject,ReviewDate,Review
B09W52WZKT,Watch D,Amazon Customer,2.0 out of 5 stars,2.0 out of 5 starsIt's Okay,7-Sep-23,"You know the saying. You get what you pay for. The device is constantly going out of sync with my phone. Tonight it lost about an hour and a half with time, then out of the blue it synced with the time on my phone. I would say on average the watch gets about 50% of the phone notifications. I bought this thinking it would be more discreet to look at the watch when texts or emails would come in. The only feature that seems to work reasonably is the step counter. Since it is so inexpensive, I decided to keep it for a step counter and continue to have my phone on my desk so I don't miss important texts or calls.Update:  after using this device for about a month, I felt I needed to lower the rating to two stars. The watch will not hold a charge any longer and the only functions that work are the step counter and heart rate. It does not send any texts, calls, or email alerts from my phone."
B09W52WZKT,Watch D,Loretta SalasLoretta Salas,4.0 out of 5 stars4.0 out of 5 stars,"4.0 out of 5 starsGreat watch overall so far, hopefully to do a update.",8-Nov-23,"The media could not be loaded.                 Size is perfect, really pretty color and style. You must download the app to get the watch paired. Now getting notifications is accurate. The let down is only able to respond to messages through Siri or Google Assistant by pressing the AI on the watch. As of right now no you can't change the ring tone on the watch sounds like an old phone. The volume on the watch is amazing for the price and size. You can personalize the watch face through the app. The app is user friendly also has a 24hr customer assistance chat you can ask questions and get quick answers. Hope this review helps you. Hope to be able to do an update later on see how it holds up."
B09W52WZKT,Watch D,Angel HartmanAngel Hartman,5.0 out of 5 stars5.0 out of 5 stars,"5.0 out of 5 starsGreat watch, best quality I’ve seen in awhile",12-Nov-23,I love that you can put any of your personal pictures on the watch face! It actually works and does everything that it says it does. It’s of great quality and you can tell just by looks and how it feels. Big screen makes it easy to read messages right from watch. I can also control my music from the watch. Monitors your heart rate and sp02 accurately! And you can actually accept calls directly from the watch! Awesome product! I AM VERY HAPPY WITH MY PURCHASE! Don’t have to go spend almost $100 for a Fitbit when you can get the same quality for half that with this amazing product! Thank you for making it affordable!! Love it!!!
B09W52WZKT,Watch D,Eric BeltranEric Beltran,5.0 out of 5 stars5.0 out of 5 stars,5.0 out of 5 starsGame changer,27-Sep-23,"Gotta say, my wife was impressed of her birthday gift. She likes to know how many sets she takes at work. Heart rate because of her conditions, etc...awesome smart watch."
B09W52WZKT,Watch D,Lilieth Ramos,4.0 out of 5 stars,4.0 out of 5 starsBonito,4-Oct-23,The media could not be loaded.                 La batería es excelente tiene larga duración.El color de la manilla es bien bonito.Solo que puedes agregar 8 contactos favoritos.El precio no es muy alto
B09W52WZKT,Watch D,Brittany,4.0 out of 5 stars,4.0 out of 5 starsSo far so good,12-Nov-23,"So far so good. But still figuring it out. Not sure I logged my step “size” right when setting it up so I never know if I am getting an accurate step count?My major complaint is that the Bluetooth connection is kinda off. My iWatch aloud me to get notifications and sounds on my phone still while paired to my iWatch; however, when this watch is paired all of my phone sounds go right ti the watch..like Instagram video, Spotify, anything. It’s weird as heck so I just don’t turn “phone mode” on anymore, which kinda defeats a major purpose of receiving messages during my workday discretely  and not having to check my actual phone."
B09W52WZKT,Watch D,Valerie Newsome,4.0 out of 5 stars,4.0 out of 5 starsGreat,19-Sep-23,I use it every day i love how it keeps track of my steps n sleep patterns
B09W52WZKT,Watch D,Three Roses,3.0 out of 5 stars,3.0 out of 5 starsSoftware is Intermittent,19-Nov-23,"I mainly purchased to track my sleep but it does not give hour by hour breakout of the patterns only a full summary showing color variations of the sleep changes.  The watch face will not stay set to the selected face.  Sometimes the alarms work and sometimes they don't, so not reliable to wake up.  The notifications work and it overrides my phone calls even if it is not turned on.  It was a replacement for a really good watch that broke after 3 years where the band holds, so had to get something new.  So far, not very pleased."
B09W52WZKT,Watch D,Walt Tomme,5.0 out of 5 stars,5.0 out of 5 starsLove this watch!,26-Oct-23,"I ordered a watch from a different company and ended up having to return it because the step count was very inaccurate. After reading the reviews I ordered this watch and have worn it along with my Fitbit step counter and this watch is definitely accurate on the steps. It also counts my weight lifting as steps but I don’t mind that because at least I’m still burning calories! My only complaint is that when I paired the watch with my phone it somehow called my mom when I was in the shower, so I disabled that function ha! But I love seeing text messages come in and can check the weather as well. I’m very happy with this watch!"
B09W52WZKT,Watch D,EricaErica,4.0 out of 5 stars4.0 out of 5 stars,4.0 out of 5 starsI am impressed!,22-Sep-23,"I am impressed with the watch so far. It's what I was looking for at a VERY much cheaper and more affordable price. I do wish there was more info on how to use things but, I'm figuring it out."
